Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,24,21,-0.462393283844,-0.402979373932,0,-3.46794939041,-4.23128437996,0
0,1,24,20,-0.462393283844,-0.402979373932,0,-3.46794939041,-4.63426375389,0
0,1,25,20,-0.462393283844,-0.402979373932,0,-3.00555610657,-4.63426375389,0
0,1,26,20,-0.462393283844,-0.402979373932,0,-2.54316282272,-4.63426375389,0
0,1,26,21,-0.462393283844,-0.402979373932,0,-2.54316282272,-4.23128437996,0
0,1,26,22,-0.462393283844,-0.40297961235,0,-2.54316282272,-3.82830488682,0
0,1,25,22,-0.462393283844,-0.40297961235,0,-3.00555610657,-3.82830488682,0
0,0,26,21,-0.462393283844,-0.402979373932,0,-2.54316282272,-4.23128437996,0
0,1,25,22,-0.462393283844,-0.40297961235,0,-3.00555610657,-3.82830488682,0
0,1,25,21,-0.462393283844,-0.402979373932,0,-3.00555610657,-4.23128437996,0
0,1,25,20,-0.462393283844,-0.402979373932,0,-3.00555610657,-4.63426375389,0
0,1,26,20,-0.462393283844,-0.402979373932,0,-2.54316282272,-4.63426375389,0
0,1,27,20,-0.462393164635,-0.402979373932,0,-2.08076959848,-4.63426375389,0
0,1,27,21,-0.462393164635,-0.402979373932,0,-2.08076959848,-4.23128437996,0
0,1,27,22,-0.462393164635,-0.40297961235,0,-2.08076959848,-3.82830488682,0
0,1,26,22,-0.462393283844,-0.40297961235,0,-2.54316282272,-3.82830488682,0
0,0,27,21,-0.462393164635,-0.402979373932,0,-2.08076959848,-4.23128437996,0
0,1,26,22,-0.462393283844,-0.40297961235,0,-2.54316282272,-3.82830488682,0
0,1,26,21,-0.462393283844,-0.402979373932,0,-2.54316282272,-4.23128437996,0
0,1,26,20,-0.462393283844,-0.402979373932,0,-2.54316282272,-4.63426375389,0
0,1,27,20,-0.462393164635,-0.402979373932,0,-2.08076959848,-4.63426375389,0
0,1,28,20,-0.462393283844,-0.402979373932,0,-1.61837637424,-4.63426375389,0
0,1,28,21,-0.462393283844,-0.402979373932,0,-1.61837637424,-4.23128437996,0
0,1,28,22,-0.462393283844,-0.40297961235,0,-1.61837637424,-3.82830488682,0
0,1,27,22,-0.462393164635,-0.40297961235,0,-2.08076959848,-3.82830488682,0
0,0,28,21,-0.462393283844,-0.402979373932,0,-1.61837637424,-4.23128437996,0
0,1,27,22,-0.462393164635,-0.40297961235,0,-2.08076959848,-3.82830488682,0
0,1,27,21,-0.462393164635,-0.402979373932,0,-2.08076959848,-4.23128437996,0
0,1,27,20,-0.462393164635,-0.402979373932,0,-2.08076959848,-4.63426375389,0
0,1,28,20,-0.462393283844,-0.402979373932,0,-1.61837637424,-4.63426375389,0
0,1,29,20,-0.462393224239,-0.402979373932,0,-1.1559831202,-4.63426375389,0
0,1,29,21,-0.462393224239,-0.402979373932,0,-1.1559831202,-4.23128437996,0
0,1,29,22,-0.462393224239,-0.40297961235,0,-1.1559831202,-3.82830488682,0
0,1,28,22,-0.462393283844,-0.40297961235,0,-1.61837637424,-3.82830488682,0
0,0,29,21,-0.462393224239,-0.402979373932,0,-1.1559831202,-4.23128437996,0
0,1,28,22,-0.462393283844,-0.40297961235,0,-1.61837637424,-3.82830488682,0
0,1,28,21,-0.462393283844,-0.402979373932,0,-1.61837637424,-4.23128437996,0
0,1,28,20,-0.462393283844,-0.402979373932,0,-1.61837637424,-4.63426375389,0
0,1,29,20,-0.462393224239,-0.402979373932,0,-1.1559831202,-4.63426375389,0
0,1,30,20,-0.462393254042,-0.402979373932,0,-0.693589881063,-4.63426375389,0
0,1,30,21,-0.462393254042,-0.402979373932,0,-0.693589881063,-4.23128437996,0
0,1,30,22,-0.462393254042,-0.40297961235,0,-0.693589881063,-3.82830488682,0
0,1,29,22,-0.462393224239,-0.40297961235,0,-1.1559831202,-3.82830488682,0
0,0,30,21,-0.462393254042,-0.402979373932,0,-0.693589881063,-4.23128437996,0
0,1,29,22,-0.462393224239,-0.40297961235,0,-1.1559831202,-3.82830488682,0
0,1,29,21,-0.462393224239,-0.402979373932,0,-1.1559831202,-4.23128437996,0
0,1,29,20,-0.462393224239,-0.402979373932,0,-1.1559831202,-4.63426375389,0
0,1,30,20,-0.462393254042,-0.402979373932,0,-0.693589881063,-4.63426375389,0
0,1,31,20,-0.462393254042,-0.402979373932,0,-0.231196627021,-4.63426375389,0
0,1,31,21,-0.462393254042,-0.402979373932,0,-0.231196627021,-4.23128437996,0
0,1,31,22,-0.462393254042,-0.40297961235,0,-0.231196627021,-3.82830488682,0
0,1,30,22,-0.462393254042,-0.40297961235,0,-0.693589881063,-3.82830488682,0
0,0,31,21,-0.462393254042,-0.402979373932,0,-0.231196627021,-4.23128437996,0
0,1,30,22,-0.462393254042,-0.40297961235,0,-0.693589881063,-3.82830488682,0
0,1,30,21,-0.462393254042,-0.402979373932,0,-0.693589881063,-4.23128437996,0
0,1,30,20,-0.462393254042,-0.402979373932,0,-0.693589881063,-4.63426375389,0
0,1,31,20,-0.462393254042,-0.402979373932,0,-0.231196627021,-4.63426375389,0
0,1,32,20,-0.462393254042,-0.402979373932,0,0.231196627021,-4.63426375389,0
0,1,32,21,-0.462393254042,-0.402979373932,0,0.231196627021,-4.23128437996,0
0,1,32,22,-0.462393254042,-0.40297961235,0,0.231196627021,-3.82830488682,0
0,1,31,22,-0.462393254042,-0.40297961235,0,-0.231196627021,-3.82830488682,0
0,0,32,21,-0.462393254042,-0.402979373932,0,0.231196627021,-4.23128437996,0
0,1,31,22,-0.462393254042,-0.40297961235,0,-0.231196627021,-3.82830488682,0
0,1,31,21,-0.462393254042,-0.402979373932,0,-0.231196627021,-4.23128437996,0
0,1,31,20,-0.462393254042,-0.402979373932,0,-0.231196627021,-4.63426375389,0
0,1,32,20,-0.462393254042,-0.402979373932,0,0.231196627021,-4.63426375389,0
0,1,33,20,-0.462393254042,-0.402979373932,0,0.693589881063,-4.63426375389,0
0,1,33,21,-0.462393254042,-0.402979373932,0,0.693589881063,-4.23128437996,0
0,1,33,22,-0.462393254042,-0.40297961235,0,0.693589881063,-3.82830488682,0
0,1,32,22,-0.462393254042,-0.40297961235,0,0.231196627021,-3.82830488682,0
0,0,33,21,-0.462393254042,-0.402979373932,0,0.693589881063,-4.23128437996,0
0,1,32,22,-0.462393254042,-0.40297961235,0,0.231196627021,-3.82830488682,0
0,1,32,21,-0.462393254042,-0.402979373932,0,0.231196627021,-4.23128437996,0
0,1,32,20,-0.462393254042,-0.402979373932,0,0.231196627021,-4.63426375389,0
0,1,33,20,-0.462393254042,-0.402979373932,0,0.693589881063,-4.63426375389,0
0,1,34,20,-0.462393224239,-0.402979373932,0,1.1559831202,-4.63426375389,0
0,1,34,21,-0.462393224239,-0.402979373932,0,1.1559831202,-4.23128437996,0
0,1,34,22,-0.462393224239,-0.40297961235,0,1.1559831202,-3.82830488682,0
0,1,33,22,-0.462393254042,-0.40297961235,0,0.693589881063,-3.82830488682,0
0,0,34,21,-0.462393224239,-0.402979373932,0,1.1559831202,-4.23128437996,0
0,1,33,22,-0.462393254042,-0.40297961235,0,0.693589881063,-3.82830488682,0
0,1,33,21,-0.462393254042,-0.402979373932,0,0.693589881063,-4.23128437996,0
0,1,33,20,-0.462393254042,-0.402979373932,0,0.693589881063,-4.63426375389,0
0,1,34,20,-0.462393224239,-0.402979373932,0,1.1559831202,-4.63426375389,0
0,1,35,20,-0.462393283844,-0.402979373932,0,1.61837637424,-4.63426375389,0
0,1,35,21,-0.462393283844,-0.402979373932,0,1.61837637424,-4.23128437996,0
0,1,35,22,-0.462393283844,-0.40297961235,0,1.61837637424,-3.82830488682,0
0,1,34,22,-0.462393224239,-0.40297961235,0,1.1559831202,-3.82830488682,0
0,0,35,21,-0.462393283844,-0.402979373932,0,1.61837637424,-4.23128437996,0
0,1,34,22,-0.462393224239,-0.40297961235,0,1.1559831202,-3.82830488682,0
0,1,34,21,-0.462393224239,-0.402979373932,0,1.1559831202,-4.23128437996,0
0,1,34,20,-0.462393224239,-0.402979373932,0,1.1559831202,-4.63426375389,0
0,1,35,20,-0.462393283844,-0.402979373932,0,1.61837637424,-4.63426375389,0
0,1,36,20,-0.462393164635,-0.402979373932,0,2.08076959848,-4.63426375389,0
0,1,36,21,-0.462393164635,-0.402979373932,0,2.08076959848,-4.23128437996,0
0,1,36,22,-0.462393164635,-0.40297961235,0,2.08076959848,-3.82830488682,0
0,1,35,22,-0.462393283844,-0.40297961235,0,1.61837637424,-3.82830488682,0
0,0,36,21,-0.462393164635,-0.402979373932,0,2.08076959848,-4.23128437996,0
0,1,35,22,-0.462393283844,-0.40297961235,0,1.61837637424,-3.82830488682,0
0,1,35,21,-0.462393283844,-0.402979373932,0,1.61837637424,-4.23128437996,0
0,1,35,20,-0.462393283844,-0.402979373932,0,1.61837637424,-4.63426375389,0
0,1,36,20,-0.462393164635,-0.402979373932,0,2.08076959848,-4.63426375389,0
0,1,37,20,-0.462393283844,-0.402979373932,0,2.54316282272,-4.63426375389,0
0,1,37,21,-0.462393283844,-0.402979373932,0,2.54316282272,-4.23128437996,0
0,1,37,22,-0.462393283844,-0.40297961235,0,2.54316282272,-3.82830488682,0
0,1,36,22,-0.462393164635,-0.40297961235,0,2.08076959848,-3.82830488682,0
0,0,37,21,-0.462393283844,-0.402979373932,0,2.54316282272,-4.23128437996,0
0,1,36,22,-0.462393164635,-0.40297961235,0,2.08076959848,-3.82830488682,0
0,1,36,21,-0.462393164635,-0.402979373932,0,2.08076959848,-4.23128437996,0
0,1,36,20,-0.462393164635,-0.402979373932,0,2.08076959848,-4.63426375389,0
0,1,37,20,-0.462393283844,-0.402979373932,0,2.54316282272,-4.63426375389,0
0,1,38,20,-0.462393283844,-0.402979373932,0,3.00555610657,-4.63426375389,0
0,1,38,21,-0.462393283844,-0.402979373932,0,3.00555610657,-4.23128437996,0
0,1,38,22,-0.462393283844,-0.40297961235,0,3.00555610657,-3.82830488682,0
0,1,37,22,-0.462393283844,-0.40297961235,0,2.54316282272,-3.82830488682,0
0,0,38,21,-0.462393283844,-0.402979373932,0,3.00555610657,-4.23128437996,0
0,1,37,22,-0.462393283844,-0.40297961235,0,2.54316282272,-3.82830488682,0
0,1,37,21,-0.462393283844,-0.402979373932,0,2.54316282272,-4.23128437996,0
0,1,37,20,-0.462393283844,-0.402979373932,0,2.54316282272,-4.63426375389,0
0,1,38,20,-0.462393283844,-0.402979373932,0,3.00555610657,-4.63426375389,0
0,1,39,20,-0.462393283844,-0.402979373932,0,3.46794939041,-4.63426375389,0
0,1,39,21,-0.462393283844,-0.402979373932,0,3.46794939041,-4.23128437996,0
0,1,39,22,-0.462393283844,-0.40297961235,0,3.46794939041,-3.82830488682,0
0,1,38,22,-0.462393283844,-0.40297961235,0,3.00555610657,-3.82830488682,0
0,0,39,21,-0.462393283844,-0.402979373932,0,3.46794939041,-4.23128437996,0
0,1,38,22,-0.462393283844,-0.40297961235,0,3.00555610657,-3.82830488682,0
0,1,38,21,-0.462393283844,-0.402979373932,0,3.00555610657,-4.23128437996,0
0,1,38,20,-0.462393283844,-0.402979373932,0,3.00555610657,-4.63426375389,0
0,1,39,20,-0.462393283844,-0.402979373932,0,3.46794939041,-4.63426375389,0
0,1,40,20,-0.462393045425,-0.402979373932,0,3.93034255505,-4.63426375389,0
0,1,40,21,-0.462393045425,-0.402979373932,0,3.93034255505,-4.23128437996,0
0,1,40,22,-0.462393045425,-0.40297961235,0,3.93034255505,-3.82830488682,0
0,1,39,22,-0.462393283844,-0.40297961235,0,3.46794939041,-3.82830488682,0
0,0,40,21,-0.462393045425,-0.402979373932,0,3.93034255505,-4.23128437996,0
0,1,39,22,-0.462393283844,-0.40297961235,0,3.46794939041,-3.82830488682,0
0,1,39,21,-0.462393283844,-0.402979373932,0,3.46794939041,-4.23128437996,0
0,1,39,20,-0.462393283844,-0.402979373932,0,3.46794939041,-4.63426375389,0
0,1,40,20,-0.462393045425,-0.402979373932,0,3.93034255505,-4.63426375389,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,40,22,-0.462393045425,-0.40297961235,0,3.93034255505,-3.82830488682,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,61,21,-0.462392807007,-0.402979373932,0,13.6406011581,-4.23128437996,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,61,20,-0.462392807007,-0.402979373932,0,13.6406011581,-4.63426375389,0
0,1,62,20,-0.462393760681,-0.402979373932,0,14.102994442,-4.63426375389,0
0,1,62,21,-0.462393760681,-0.402979373932,0,14.102994442,-4.23128437996,0
0,1,62,22,-0.462393760681,-0.40297961235,0,14.102994442,-3.82830488682,0
0,1,61,22,-0.462392807007,-0.40297961235,0,13.6406011581,-3.82830488682,0
0,0,62,21,-0.462393760681,-0.402979373932,0,14.102994442,-4.23128437996,0
0,1,61,22,-0.462392807007,-0.40297961235,0,13.6406011581,-3.82830488682,0
0,1,61,21,-0.462392807007,-0.402979373932,0,13.6406011581,-4.23128437996,0
0,1,61,20,-0.462392807007,-0.402979373932,0,13.6406011581,-4.63426375389,0
0,1,62,20,-0.462393760681,-0.402979373932,0,14.102994442,-4.63426375389,0
0,1,63,20,-0.462392807007,-0.402979373932,0,14.5653877258,-4.63426375389,0
0,1,63,21,-0.462392807007,-0.402979373932,0,14.5653877258,-4.23128437996,0
0,1,63,22,-0.462392807007,-0.40297961235,0,14.5653877258,-3.82830488682,0
0,1,62,22,-0.462393760681,-0.40297961235,0,14.102994442,-3.82830488682,0
0,0,63,21,-0.462392807007,-0.402979373932,0,14.5653877258,-4.23128437996,0
0,1,62,22,-0.462393760681,-0.40297961235,0,14.102994442,-3.82830488682,0
0,1,62,21,-0.462393760681,-0.402979373932,0,14.102994442,-4.23128437996,0
0,1,62,20,-0.462393760681,-0.402979373932,0,14.102994442,-4.63426375389,0
0,1,63,20,-0.462392807007,-0.402979373932,0,14.5653877258,-4.63426375389,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,63,22,-0.462392807007,-0.40297961235,0,14.5653877258,-3.82830488682,0
0,0,0,22,-0.462392807007,-0.40297961235,0,-14.5653877258,-3.82830488682,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,21,-0.462392807007,-0.402979373932,0,-14.5653877258,-4.23128437996,0
0,1,1,21,-0.462393760681,-0.402979373932,0,-14.102994442,-4.23128437996,0
0,1,1,22,-0.462393760681,-0.40297961235,0,-14.102994442,-3.82830488682,0
0,1,1,23,-0.462393760681,-0.402979373932,0,-14.102994442,-3.42532539368,0
0,1,0,23,-0.462392807007,-0.402979373932,0,-14.5653877258,-3.42532539368,0
0,0,1,22,-0.462393760681,-0.40297961235,0,-14.102994442,-3.82830488682,0
0,1,0,23,-0.462392807007,-0.402979373932,0,-14.5653877258,-3.42532539368,0
0,1,0,22,-0.462392807007,-0.40297961235,0,-14.5653877258,-3.82830488682,0
0,1,0,21,-0.462392807007,-0.402979373932,0,-14.5653877258,-4.23128437996,0
0,1,1,21,-0.462393760681,-0.402979373932,0,-14.102994442,-4.23128437996,0
0,1,2,21,-0.462392807007,-0.402979373932,0,-13.6406011581,-4.23128437996,0
0,1,2,22,-0.462392807007,-0.40297961235,0,-13.6406011581,-3.82830488682,0
0,1,2,23,-0.462392807007,-0.402979373932,0,-13.6406011581,-3.42532539368,0
0,1,1,23,-0.462393760681,-0.402979373932,0,-14.102994442,-3.42532539368,0
0,0,2,22,-0.462392807007,-0.40297961235,0,-13.6406011581,-3.82830488682,0
0,1,1,23,-0.462393760681,-0.402979373932,0,-14.102994442,-3.42532539368,0
0,1,1,22,-0.462393760681,-0.40297961235,0,-14.102994442,-3.82830488682,0
0,1,1,21,-0.462393760681,-0.402979373932,0,-14.102994442,-4.23128437996,0
0,1,2,21,-0.462392807007,-0.402979373932,0,-13.6406011581,-4.23128437996,0
0,1,3,21,-0.462393760681,-0.402979373932,0,-13.1782078743,-4.23128437996,0
0,1,3,22,-0.462393760681,-0.40297961235,0,-13.1782078743,-3.82830488682,0
0,1,3,23,-0.462393760681,-0.402979373932,0,-13.1782078743,-3.42532539368,0
0,1,2,23,-0.462392807007,-0.402979373932,0,-13.6406011581,-3.42532539368,0
0,0,3,22,-0.462393760681,-0.40297961235,0,-13.1782078743,-3.82830488682,0
0,1,2,23,-0.462392807007,-0.402979373932,0,-13.6406011581,-3.42532539368,0
0,1,2,22,-0.462392807007,-0.40297961235,0,-13.6406011581,-3.82830488682,0
0,1,2,21,-0.462392807007,-0.402979373932,0,-13.6406011581,-4.23128437996,0
0,1,3,21,-0.462393760681,-0.402979373932,0,-13.1782078743,-4.23128437996,0
0,1,4,21,-0.462392807007,-0.402979373932,0,-12.7158145905,-4.23128437996,0
0,1,4,22,-0.462392807007,-0.40297961235,0,-12.7158145905,-3.82830488682,0
0,1,4,23,-0.462392807007,-0.402979373932,0,-12.7158145905,-3.42532539368,0
0,1,3,23,-0.462393760681,-0.402979373932,0,-13.1782078743,-3.42532539368,0
0,0,4,22,-0.462392807007,-0.40297961235,0,-12.7158145905,-3.82830488682,0
0,1,3,23,-0.462393760681,-0.402979373932,0,-13.1782078743,-3.42532539368,0
0,1,3,22,-0.462393760681,-0.40297961235,0,-13.1782078743,-3.82830488682,0
0,1,3,21,-0.462393760681,-0.402979373932,0,-13.1782078743,-4.23128437996,0
0,1,4,21,-0.462392807007,-0.402979373932,0,-12.7158145905,-4.23128437996,0
0,1,5,21,-0.462393760681,-0.402979373932,0,-12.2534213066,-4.23128437996,0
0,1,5,22,-0.462393760681,-0.40297961235,0,-12.2534213066,-3.82830488682,0
0,1,5,23,-0.462393760681,-0.402979373932,0,-12.2534213066,-3.42532539368,0
0,1,4,23,-0.462392807007,-0.402979373932,0,-12.7158145905,-3.42532539368,0
0,0,5,22,-0.462393760681,-0.40297961235,0,-12.2534213066,-3.82830488682,0
0,1,4,23,-0.462392807007,-0.402979373932,0,-12.7158145905,-3.42532539368,0
0,1,4,22,-0.462392807007,-0.40297961235,0,-12.7158145905,-3.82830488682,0
0,1,4,21,-0.462392807007,-0.402979373932,0,-12.7158145905,-4.23128437996,0
0,1,5,21,-0.462393760681,-0.402979373932,0,-12.2534213066,-4.23128437996,0
0,1,6,21,-0.462392807007,-0.402979373932,0,-11.7910280228,-4.23128437996,0
0,1,6,22,-0.462392807007,-0.40297961235,0,-11.7910280228,-3.82830488682,0
0,1,6,23,-0.462392807007,-0.402979373932,0,-11.7910280228,-3.42532539368,0
0,1,5,23,-0.462393760681,-0.402979373932,0,-12.2534213066,-3.42532539368,0
0,0,6,22,-0.462392807007,-0.40297961235,0,-11.7910280228,-3.82830488682,0
0,1,5,23,-0.462393760681,-0.402979373932,0,-12.2534213066,-3.42532539368,0
0,1,5,22,-0.462393760681,-0.40297961235,0,-12.2534213066,-3.82830488682,0
0,1,5,21,-0.462393760681,-0.402979373932,0,-12.2534213066,-4.23128437996,0
0,1,6,21,-0.462392807007,-0.402979373932,0,-11.7910280228,-4.23128437996,0
0,1,7,21,-0.462393760681,-0.402979373932,0,-11.3286347389,-4.23128437996,0
0,1,7,22,-0.462393760681,-0.40297961235,0,-11.3286347389,-3.82830488682,0
0,1,7,23,-0.462393760681,-0.402979373932,0,-11.3286347389,-3.42532539368,0
0,1,6,23,-0.462392807007,-0.402979373932,0,-11.7910280228,-3.42532539368,0
0,0,7,22,-0.462393760681,-0.40297961235,0,-11.3286347389,-3.82830488682,0
0,1,6,23,-0.462392807007,-0.402979373932,0,-11.7910280228,-3.42532539368,0
0,1,6,22,-0.462392807007,-0.40297961235,0,-11.7910280228,-3.82830488682,0
0,1,6,21,-0.462392807007,-0.402979373932,0,-11.7910280228,-4.23128437996,0
0,1,7,21,-0.462393760681,-0.402979373932,0,-11.3286347389,-4.23128437996,0
0,1,8,21,-0.462392807007,-0.402979373932,0,-10.8662414551,-4.23128437996,0
0,1,8,22,-0.462392807007,-0.40297961235,0,-10.8662414551,-3.82830488682,0
0,1,8,23,-0.462392807007,-0.402979373932,0,-10.8662414551,-3.42532539368,0
0,1,7,23,-0.462393760681,-0.402979373932,0,-11.3286347389,-3.42532539368,0
0,0,8,22,-0.462392807007,-0.40297961235,0,-10.8662414551,-3.82830488682,0
0,1,7,23,-0.462393760681,-0.402979373932,0,-11.3286347389,-3.42532539368,0
0,1,7,22,-0.462393760681,-0.40297961235,0,-11.3286347389,-3.82830488682,0
0,1,7,21,-0.462393760681,-0.402979373932,0,-11.3286347389,-4.23128437996,0
0,1,8,21,-0.462392807007,-0.402979373932,0,-10.8662414551,-4.23128437996,0
0,1,9,21,-0.462393760681,-0.402979373932,0,-10.4038481712,-4.23128437996,0
0,1,9,22,-0.462393760681,-0.40297961235,0,-10.4038481712,-3.82830488682,0
0,1,9,23,-0.462393760681,-0.402979373932,0,-10.4038481712,-3.42532539368,0
0,1,8,23,-0.462392807007,-0.402979373932,0,-10.8662414551,-3.42532539368,0
0,0,9,22,-0.462393760681,-0.40297961235,0,-10.4038481712,-3.82830488682,0
0,1,8,23,-0.462392807007,-0.402979373932,0,-10.8662414551,-3.42532539368,0
0,1,8,22,-0.462392807007,-0.40297961235,0,-10.8662414551,-3.82830488682,0
0,1,8,21,-0.462392807007,-0.402979373932,0,-10.8662414551,-4.23128437996,0
0,1,9,21,-0.462393760681,-0.402979373932,0,-10.4038481712,-4.23128437996,0
0,1,10,21,-0.462392807007,-0.402979373932,0,-9.94145488739,-4.23128437996,0
0,1,10,22,-0.462392807007,-0.40297961235,0,-9.94145488739,-3.82830488682,0
0,1,10,23,-0.462392807007,-0.402979373932,0,-9.94145488739,-3.42532539368,0
0,1,9,23,-0.462393760681,-0.402979373932,0,-10.4038481712,-3.42532539368,0
0,0,10,22,-0.462392807007,-0.40297961235,0,-9.94145488739,-3.82830488682,0
0,1,9,23,-0.462393760681,-0.402979373932,0,-10.4038481712,-3.42532539368,0
0,1,9,22,-0.462393760681,-0.40297961235,0,-10.4038481712,-3.82830488682,0
0,1,9,21,-0.462393760681,-0.402979373932,0,-10.4038481712,-4.23128437996,0
0,1,10,21,-0.462392807007,-0.402979373932,0,-9.94145488739,-4.23128437996,0
0,1,11,21,-0.462393760681,-0.402979373932,0,-9.47906160355,-4.23128437996,0
0,1,11,22,-0.462393760681,-0.40297961235,0,-9.47906160355,-3.82830488682,0
0,1,11,23,-0.462393760681,-0.402979373932,0,-9.47906160355,-3.42532539368,0
0,1,10,23,-0.462392807007,-0.402979373932,0,-9.94145488739,-3.42532539368,0
0,0,11,22,-0.462393760681,-0.40297961235,0,-9.47906160355,-3.82830488682,0
0,1,10,23,-0.462392807007,-0.402979373932,0,-9.94145488739,-3.42532539368,0
0,1,10,22,-0.462392807007,-0.40297961235,0,-9.94145488739,-3.82830488682,0
0,1,10,21,-0.462392807007,-0.402979373932,0,-9.94145488739,-4.23128437996,0
0,1,11,21,-0.462393760681,-0.402979373932,0,-9.47906160355,-4.23128437996,0
0,1,12,21,-0.462392807007,-0.402979373932,0,-9.0166683197,-4.23128437996,0
0,1,12,22,-0.462392807007,-0.40297961235,0,-9.0166683197,-3.82830488682,0
0,1,12,23,-0.462392807007,-0.402979373932,0,-9.0166683197,-3.42532539368,0
0,1,11,23,-0.462393760681,-0.402979373932,0,-9.47906160355,-3.42532539368,0
0,0,12,22,-0.462392807007,-0.40297961235,0,-9.0166683197,-3.82830488682,0
0,1,11,23,-0.462393760681,-0.402979373932,0,-9.47906160355,-3.42532539368,0
0,1,11,22,-0.462393760681,-0.40297961235,0,-9.47906160355,-3.82830488682,0
0,1,11,21,-0.462393760681,-0.402979373932,0,-9.47906160355,-4.23128437996,0
0,1,12,21,-0.462392807007,-0.402979373932,0,-9.0166683197,-4.23128437996,0
0,1,13,21,-0.462393760681,-0.402979373932,0,-8.55427503586,-4.23128437996,0
0,1,13,22,-0.462393760681,-0.40297961235,0,-8.55427503586,-3.82830488682,0
0,1,13,23,-0.462393760681,-0.402979373932,0,-8.55427503586,-3.42532539368,0
0,1,12,23,-0.462392807007,-0.402979373932,0,-9.0166683197,-3.42532539368,0
0,0,13,22,-0.462393760681,-0.40297961235,0,-8.55427503586,-3.82830488682,0
0,1,12,23,-0.462392807007,-0.402979373932,0,-9.0166683197,-3.42532539368,0
0,1,12,22,-0.462392807007,-0.40297961235,0,-9.0166683197,-3.82830488682,0
0,1,12,21,-0.462392807007,-0.402979373932,0,-9.0166683197,-4.23128437996,0
0,1,13,21,-0.462393760681,-0.402979373932,0,-8.55427503586,-4.23128437996,0
0,1,14,21,-0.462392807007,-0.402979373932,0,-8.09188175201,-4.23128437996,0
0,1,14,22,-0.462392807007,-0.40297961235,0,-8.09188175201,-3.82830488682,0
0,1,14,23,-0.462392807007,-0.402979373932,0,-8.09188175201,-3.42532539368,0
0,1,13,23,-0.462393760681,-0.402979373932,0,-8.55427503586,-3.42532539368,0
0,0,14,22,-0.462392807007,-0.40297961235,0,-8.09188175201,-3.82830488682,0
0,1,13,23,-0.462393760681,-0.402979373932,0,-8.55427503586,-3.42532539368,0
0,1,13,22,-0.462393760681,-0.40297961235,0,-8.55427503586,-3.82830488682,0
0,1,13,21,-0.462393760681,-0.402979373932,0,-8.55427503586,-4.23128437996,0
0,1,14,21,-0.462392807007,-0.402979373932,0,-8.09188175201,-4.23128437996,0
0,1,15,21,-0.462393283844,-0.402979373932,0,-7.62948870659,-4.23128437996,0
0,1,15,22,-0.462393283844,-0.40297961235,0,-7.62948870659,-3.82830488682,0
0,1,15,23,-0.462393283844,-0.402979373932,0,-7.62948870659,-3.42532539368,0
0,1,14,23,-0.462392807007,-0.402979373932,0,-8.09188175201,-3.42532539368,0
0,0,15,22,-0.462393283844,-0.40297961235,0,-7.62948870659,-3.82830488682,0
0,1,14,23,-0.462392807007,-0.402979373932,0,-8.09188175201,-3.42532539368,0
0,1,14,22,-0.462392807007,-0.40297961235,0,-8.09188175201,-3.82830488682,0
0,1,14,21,-0.462392807007,-0.402979373932,0,-8.09188175201,-4.23128437996,0
0,1,15,21,-0.462393283844,-0.402979373932,0,-7.62948870659,-4.23128437996,0
0,1,16,21,-0.462393283844,-0.402979373932,0,-7.16709542274,-4.23128437996,0
0,1,16,22,-0.462393283844,-0.40297961235,0,-7.16709542274,-3.82830488682,0
0,1,16,23,-0.462393283844,-0.402979373932,0,-7.16709542274,-3.42532539368,0
0,1,15,23,-0.462393283844,-0.402979373932,0,-7.62948870659,-3.42532539368,0
0,0,16,22,-0.462393283844,-0.40297961235,0,-7.16709542274,-3.82830488682,0
0,1,15,23,-0.462393283844,-0.402979373932,0,-7.62948870659,-3.42532539368,0
0,1,15,22,-0.462393283844,-0.40297961235,0,-7.62948870659,-3.82830488682,0
0,1,15,21,-0.462393283844,-0.402979373932,0,-7.62948870659,-4.23128437996,0
